"Player","Team","Positions","IP","K","W","SV","ERA","WHIP","ER","H","BB","HR","G","GS","L","CG","PTS"
"Camilo Doval","NYY","RP","63.4","72","4","4","3.57","1.29","25","51","30","5","64","0","3","0","235"
"Matt Brash","SEA","RP","61.5","74","4","3","3.24","1.21","22","50","24","5","63","0","3","0","234"
"Ryan Weiss","HOU","SP","79.2","77","4","0","4.34","1.32","38","74","31","11","33","9","5","0","234"
"Spencer Schwellenbach","ATL","SP","75.3","74","5","0","3.54","1.12","30","68","16","9","13","13","3","0","233"
"Jordan Leasure","CWS","RP","63.9","72","3","5","4.21","1.30","30","54","29","9","65","0","4","0","233"
"Fernando Cruz","NYY","RP","59.3","80","4","1","3.60","1.23","24","46","27","7","60","0","3","0","232"
"Robert Gasser","MIL","SP","79.4","75","4","0","3.98","1.24","35","73","25","10","36","9","4","0","232"
"Tony Santillan","CIN","RP","68.6","72","3","4","4.20","1.33","32","61","30","9","70","0","3","0","232"
"Alex Vesia","LAD","RP","62.2","78","4","1","3.59","1.16","25","47","25","9","64","0","3","0","231"
"Cole Henry","WSH","RP","62.9","60","2","11","4.78","1.44","33","58","33","9","64","0","3","0","231"
"Kirby Yates","LAA","RP","55.3","66","3","8","4.04","1.28","25","45","26","7","56","0","3","0","230"
"Mark Leiter Jr.","ATH","RP","63.4","68","4","5","4.10","1.32","29","59","24","8","65","0","3","0","230"
"Hunter Dobbins","STL","SP","91.9","68","5","0","4.42","1.35","45","94","31","11","29","14","5","0","230"
"Adrian Morejon","SD","RP","67.2","67","5","3","3.35","1.18","25","58","21","6","68","0","4","0","229"
"Jonathan Cannon","CWS","SP,RP","94.3","70","4","0","4.88","1.40","51","98","33","15","33","13","6","0","229"
"Andrew Kittredge","BAL","RP","65.6","65","4","5","3.74","1.19","27","60","18","9","66","0","3","0","227"
"Luis Medina","ATH","SP","81.7","73","4","0","4.69","1.42","43","79","37","11","36","10","5","0","226"
"Robby Snelling","MIA","SP","80.4","70","4","0","4.17","1.33","37","78","29","10","15","15","5","0","222"
"Mike Vasil","CWS","SP,RP","84.3","67","4","1","4.46","1.40","42","82","35","11","62","2","4","0","222"
"Jose A. Ferrer","SEA","RP","68.5","65","4","3","3.24","1.18","25","61","20","5","68","0","3","0","221"
"Janson Junk","MIA","SP,RP","88.2","64","5","0","4.32","1.28","42","92","20","11","38","11","5","0","220"
"Jimmy Herget","COL","RP","75.4","69","3","2","4.43","1.33","37","76","25","11","69","0","4","0","220"
"Dylan Lee","ATL","RP","65.3","73","3","1","3.64","1.16","26","57","18","9","66","0","3","0","218"
"Calvin Faucher","MIA","RP","64.4","64","3","5","4.06","1.36","29","60","27","7","65","0","4","0","218"
"Matt Strahm","KC","RP","64.3","70","4","1","3.54","1.13","25","54","19","8","64","0","3","0","217"
"Jose Alvarado","PHI","RP","59.1","67","4","3","3.47","1.25","23","50","24","6","60","0","3","0","217"
"Louis Varland","TOR","RP","66.3","67","4","2","3.73","1.22","27","61","20","8","62","0","3","0","217"
"Shawn Armstrong","CLE","RP","67.8","67","3","3","3.80","1.21","29","61","21","8","67","0","3","0","217"
"Bryan Baker","TB","RP","63.6","71","3","2","3.87","1.21","27","54","23","9","64","0","3","0","217"
"Keegan Akin","BAL","SP,RP","65.8","67","4","2","4.01","1.27","29","60","24","9","65","0","3","0","215"
"Cole Sands","MIN","SP,RP","67.4","65","4","2","3.93","1.23","29","62","20","8","66","0","4","0","213"
"Juan Mejia","COL","RP","64.8","67","3","3","4.45","1.42","32","62","30","8","64","0","4","0","213"
"Jose Urquidy","PIT","RP","87.4","65","4","0","4.90","1.35","48","90","28","14","26","15","6","0","213"
"Orion Kerkering","PHI","RP","63.0","68","4","1","3.48","1.21","24","54","22","6","65","0","3","0","212"
"Hunter Gaddis","CLE","RP","66.6","64","3","3","3.89","1.21","29","60","21","9","65","0","3","0","210"
"Ryan Zeferjahn","LAA","RP","63.2","71","3","1","4.40","1.38","31","55","33","9","63","0","4","0","210"
"Steven Okert","HOU","RP","63.1","72","3","0","3.85","1.19","27","53","23","9","65","0","3","0","209"
"Paul Sewald","ARI","RP","55.8","56","3","8","4.40","1.25","27","51","18","9","57","0","3","0","209"
"Gregory Soto","PIT","RP","60.6","65","3","3","3.78","1.30","25","54","25","5","64","0","3","0","208"
"Aaron Ashby","MIL","RP","65.2","68","3","1","3.73","1.37","27","57","32","5","57","0","3","0","208"
"Colin Rea","CHC","SP,RP","80.0","64","4","0","4.46","1.30","40","80","24","12","35","8","4","0","208"
"Jared Koenig","MIL","RP","64.5","65","4","1","3.60","1.23","26","57","22","7","65","0","3","0","207"
"Eduard Bazardo","SEA","RP","67.0","69","3","0","3.67","1.20","27","57","23","8","66","0","3","0","207"
"Kyle Finnegan","DET","RP","62.9","59","4","4","3.92","1.28","27","58","22","7","63","0","4","0","207"
"Matt Svanson","STL","RP","64.2","60","3","4","3.73","1.29","27","59","24","6","59","0","3","0","206"
"Caleb Thielbar","CHC","RP","63.0","65","4","1","3.70","1.20","26","55","21","8","67","0","3","0","205"
"Yimi Garcia","TOR","RP","54.7","61","3","5","3.76","1.19","23","46","19","7","55","0","3","0","205"
"Erik Sabrowski","CLE","RP","59.4","72","3","0","3.90","1.36","26","47","34","6","58","0","3","0","205"
"Patrick Sandoval","BOS","SP","71.1","65","4","0","4.10","1.39","32","69","30","7","32","9","4","0","205"
"Brad Keller","PHI","RP","66.6","61","4","2","4.03","1.33","30","62","27","8","62","0","3","0","204"
"Elvis Alvarado","ATH","RP","59.3","62","3","4","4.23","1.38","28","52","29","8","57","0","3","0","204"
"Justin Topa","MIN","RP","63.1","52","3","7","4.03","1.33","28","64","20","6","62","0","3","0","203"
"Rhett Lowder","CIN","SP","78.9","62","4","0","4.49","1.34","39","80","26","11","27","12","4","0","203"
"Lucas Erceg","KC","RP","62.3","59","4","3","3.75","1.28","26","56","23","5","62","0","4","0","202"
"Carmen Mlodzinski","PIT","SP,RP","71.0","63","4","0","3.83","1.29","30","67","24","7","45","4","4","0","202"
"Kody Funderburk","MIN","RP","62.1","59","3","4","3.87","1.34","27","58","25","6","60","0","3","0","202"
"Erik Miller","SF","RP","58.3","63","3","3","3.70","1.37","24","49","31","5","60","0","3","0","202"
"Gabe Speier","SEA","RP","58.6","69","3","0","3.27","1.11","21","48","17","6","64","0","3","0","201"
"Bryan King","HOU","RP","65.0","64","4","0","3.63","1.20","26","58","20","8","67","0","3","0","200"
"Sean Newcomb","CWS","SP,RP","67.3","64","3","1","4.03","1.35","30","63","28","7","52","2","3","0","200"
"Seth Halvorsen","COL","RP","60.0","55","3","6","4.65","1.47","31","60","27","8","59","0","4","0","200"
"Troy Melton","DET","SP,RP","69.2","63","4","0","4.11","1.27","32","65","22","10","34","7","3","0","199"
"Drew Anderson","DET","RP","61.0","68","3","0","3.97","1.27","27","52","25","7","43","2","3","0","199"
"Tyler Kinley","ATL","RP","62.7","68","3","0","4.09","1.30","29","55","27","8","64","0","3","0","199"
"Pierce Johnson","CIN","RP","60.6","66","3","1","4.24","1.32","29","56","24","9","62","0","3","0","198"
"Tyler Holton","DET","SP,RP","70.4","58","4","1","3.69","1.17","29","64","18","9","67","0","4","0","197"
"Mason Montgomery","PIT","RP","60.5","65","3","1","3.98","1.32","27","55","25","7","59","0","3","0","197"
"Blake Treinen","LAD","RP","56.5","63","4","1","3.85","1.27","24","50","22","7","58","0","3","0","196"
"Graham Ashcraft","CIN","RP","64.3","58","4","2","3.92","1.31","28","63","21","6","59","0","3","0","196"
"Tyler Wells","BAL","SP","68.4","61","4","0","4.27","1.19","32","64","18","12","43","4","4","0","194"
"Isaac Mattson","PIT","RP","62.9","60","3","2","4.25","1.36","30","57","28","8","61","0","3","0","193"
"Charlie Morton","","SP,RP","63.7","63","4","0","4.66","1.44","33","62","30","9","12","12","4","0","193"
"Aaron Bummer","ATL","RP","60.6","62","4","0","3.65","1.31","25","57","23","5","59","0","3","0","192"
"Drew Pomeranz","LAA","SP,RP","56.6","61","3","2","3.89","1.23","24","50","20","7","59","0","3","0","192"
"Ryan Thompson","ARI","RP","63.2","51","4","4","3.92","1.30","28","63","19","6","64","0","3","0","191"
"Greg Weissert","BOS","RP","64.7","58","4","1","4.14","1.31","30","62","23","8","66","0","3","0","191"
"David Festa","MIN","SP","62.2","64","3","0","4.19","1.27","29","58","22","8","23","10","4","0","191"
"Jordan Romano","LAA","RP","54.6","59","3","3","4.29","1.29","26","50","21","8","56","0","3","0","190"
"Cole Winn","TEX","RP","62.1","54","3","4","4.37","1.38","30","57","29","7","56","0","3","0","190"
"Brandon Sproat","MIL","SP","68.6","58","4","0","4.24","1.33","32","65","27","8","23","11","4","0","189"
"Cody Bradford","TEX","SP","67.2","58","4","0","4.20","1.20","31","64","16","10","30","8","4","0","188"
"Ben Joyce","LAA","RP","44.9","51","2","8","3.71","1.27","18","37","20","4","44","0","2","0","188"
"Scott Barlow","ATH","RP","56.0","60","3","2","4.27","1.39","27","49","29","6","58","0","3","0","188"
"PJ Poulin","WSH","RP","57.5","56","3","3","4.03","1.35","26","53","24","6","58","0","3","0","187"
"Hunter Harvey","CHC","RP","50.7","55","3","4","3.37","1.14","19","43","15","5","50","0","2","0","186"
"Jason Adam","SD","RP","56.1","60","3","1","3.50","1.18","22","46","20","6","56","0","3","0","185"
"Andrew Nardi","MIA","RP","52.7","64","3","0","3.71","1.24","22","44","21","7","55","0","3","0","185"
"Jose Butto","SF","SP,RP","62.4","56","3","2","4.08","1.33","28","57","26","7","56","0","3","0","185"
"Ryne Stanek","STL","RP","57.8","58","3","2","4.25","1.37","27","52","27","7","61","0","3","0","185"
"Chris Martin","TEX","RP","52.4","51","3","5","3.44","1.15","20","49","11","6","53","0","3","0","184"
"Tyler Rogers","TOR","RP","70.2","49","4","2","3.72","1.22","29","70","15","7","72","0","3","0","184"
"John Schreiber","KC","RP","62.8","58","3","1","4.10","1.30","29","59","23","8","66","0","3","0","184"
"Tobias Myers","NYM","SP,RP","66.3","56","4","0","4.17","1.28","31","65","20","9","44","4","3","0","183"
"Spencer Bivens","SF","RP","69.5","52","3","2","4.19","1.35","32","71","23","8","62","0","4","0","183"
"Brooks Raley","NYM","RP","58.4","58","3","1","3.76","1.22","24","51","20","6","61","0","3","0","182"
"Andrew Alvarez","WSH","SP","76.4","55","3","0","4.43","1.40","38","78","30","9","27","12","4","0","182"
"Justin Slaten","BOS","RP","60.3","57","4","0","3.90","1.26","26","56","20","7","58","0","3","0","181"
"JP Sears","SD","SP","64.8","56","4","0","4.50","1.26","32","63","19","11","25","9","4","0","181"
"David Morgan","SD","RP","59.2","60","3","0","4.14","1.32","27","53","25","7","57","0","3","0","181"
"J.T. Ginn","ATH","SP,RP","62.4","59","3","0","4.22","1.32","29","60","22","8","26","8","3","0","181"
"Alexis Diaz","TEX","RP","56.8","57","3","2","4.65","1.38","29","49","29","8","56","0","3","0","181"
"Tanner Banks","PHI","RP","62.5","58","3","0","3.95","1.24","27","59","18","8","61","0","3","0","180"
"Julian Fernandez","WSH","RP","55.9","56","3","2","4.08","1.29","25","51","21","7","54","0","3","0","180"
"Brock Burke","CIN","RP","62.2","56","3","1","4.22","1.31","29","61","21","8","64","0","3","0","180"
"Enyel De Los Santos","HOU","RP","61.0","59","3","0","4.31","1.30","29","56","23","9","61","0","3","0","180"
"Tyler Alexander","TEX","SP,RP","68.5","57","3","0","4.55","1.29","35","70","18","11","51","2","4","0","180"
"Joel Peguero","SF","RP","59.8","50","3","4","4.45","1.43","30","60","25","7","58","0","3","0","180"
"Jakob Junis","TEX","RP","63.6","55","3","1","4.05","1.22","29","61","17","8","58","0","3","0","179"
"Payton Tolle","BOS","SP,RP","56.8","60","3","0","4.05","1.24","26","51","20","8","30","6","3","0","179"
"Anthony Bender","MIA","RP","60.1","56","3","1","3.94","1.31","26","55","23","6","62","0","3","0","179"
"Anthony Banda","MIN","RP","59.3","57","3","1","4.34","1.38","29","55","26","8","59","0","3","0","179"
"Ben Brown","CHC","SP,RP","54.3","60","3","0","3.84","1.22","23","48","18","7","35","2","3","0","178"
"Nick Mears","KC","RP","60.5","58","3","0","4.13","1.31","28","56","23","7","62","0","3","0","178"
"A.J. Minter","NYM","RP","49.7","56","3","2","3.48","1.17","19","41","17","6","50","0","3","0","177"
"Matt Festa","CLE","RP","58.9","58","3","0","4.02","1.27","26","53","21","7","60","0","3","0","177"
"Stephen Kolek","KC","SP","72.1","51","4","0","4.31","1.36","34","75","23","8","34","8","4","0","177"
"Kade Strowd","ARI","RP","57.9","54","3","2","4.18","1.41","27","55","26","6","58","0","3","0","177"
"Hurston Waldrep","ATL","SP","62.6","55","4","0","4.41","1.41","31","60","28","7","12","11","4","0","177"
"Connor Phillips","CIN","RP","54.6","58","3","1","4.58","1.40","28","48","28","8","50","0","3","0","177"
"Mason Englert","TB","RP","60.3","57","3","0","4.06","1.25","27","58","18","8","54","0","3","0","176"
"Brendon Little","TOR","RP","53.9","59","3","0","3.55","1.36","21","45","28","4","57","0","3","0","176"
"Tyler Phillips","MIA","RP","68.4","50","3","2","4.43","1.39","34","71","23","8","59","0","3","0","176"
"Eric Lauer","TOR","SP,RP","60.7","57","3","0","4.30","1.27","29","57","20","10","40","3","3","0","175"
"Grant Anderson","MIL","RP","57.2","58","3","0","4.18","1.31","27","53","22","8","56","0","3","0","175"
"Michael Kelly","ATH","RP","59.2","50","3","3","4.59","1.41","30","58","26","8","58","0","3","0","174"
"Angel Zerpa","MIL","RP","60.0","55","3","0","3.68","1.27","25","56","20","7","60","0","3","0","173"
"Justin Lawrence","PIT","RP","56.4","55","3","1","4.07","1.38","26","52","26","5","54","0","3","0","173"
"Braydon Fisher","TOR","RP","51.5","58","3","0","3.81","1.28","22","43","23","6","51","0","2","0","172"
"Yennier Cano","BAL","RP","57.8","53","3","1","3.81","1.30","24","55","21","6","60","0","3","0","172"
"Jake Bird","NYY","RP","54.8","57","3","0","3.95","1.30","24","49","23","6","52","0","3","0","172"
"Drey Jameson","ARI","RP","54.8","50","3","3","4.19","1.37","26","53","22","6","50","0","3","0","172"
"Emerson Hancock","SEA","SP,RP","67.8","53","3","0","4.42","1.32","33","67","22","9","35","7","4","0","172"
"Hoby Milner","CHC","RP","62.2","53","3","0","3.83","1.28","26","61","18","6","63","0","3","0","170"
"Dietrich Enns","BAL","SP,RP","59.2","55","3","0","4.21","1.34","28","59","20","8","50","0","3","0","170"
"Hayden Birdsong","SF","SP,RP","55.8","56","3","0","4.60","1.41","28","51","27","8","22","8","3","0","169"
"Eric Orze","MIN","RP","55.1","55","3","0","4.16","1.36","25","50","25","7","53","0","3","0","168"
"Connelly Early","BOS","SP","52.2","55","3","0","3.70","1.26","21","46","20","5","22","7","3","0","167"
"Tommy Nance","TOR","RP","56.2","54","3","0","3.80","1.26","24","53","18","6","55","0","2","0","167"
"Caleb Ferguson","CIN","RP","57.0","54","3","0","4.07","1.33","26","54","22","6","60","0","3","0","167"
"Joey Wentz","ATL","SP,RP","56.4","55","3","0","4.58","1.41","29","56","23","8","32","5","3","0","167"
"Bennett Sousa","HOU","RP","50.5","55","3","0","3.55","1.19","20","43","17","6","49","0","2","0","166"
"Brandon Eisert","CWS","SP,RP","55.8","54","3","0","4.21","1.32","26","53","20","7","56","0","3","0","166"
"Ben Casparius","LAD","SP,RP","57.1","54","3","0","4.42","1.33","28","54","22","8","49","0","3","0","166"
"Jovani Moran","BOS","RP","50.7","55","3","0","3.80","1.32","21","45","22","5","49","0","2","0","165"
"Ryan Yarbrough","NYY","SP,RP","63.5","51","3","0","4.34","1.26","31","61","19","10","44","2","3","0","165"
"Zack Kelly","BOS","SP,RP","55.5","54","3","0","4.33","1.39","27","51","26","7","53","0","3","0","165"
"Marcus Stroman","","SP","66.8","48","4","0","4.66","1.44","35","70","26","8","14","12","5","0","165"
"Tim Herrin","CLE","RP","52.4","54","3","0","3.83","1.33","22","45","24","5","55","0","3","0","164"
"Luis Garcia","NYM","RP","57.8","52","3","0","4.03","1.35","26","56","22","6","58","0","3","0","164"
"Javier Assad","CHC","SP","61.8","51","3","0","4.15","1.34","29","60","23","7","41","3","3","0","164"
"Yuki Matsui","SD","RP","53.5","54","3","0","4.19","1.34","25","47","24","7","53","0","2","0","164"
"Bailey Falter","KC","SP","68.4","49","3","0","4.66","1.34","35","69","23","10","40","5","4","0","164"
"Jack Dreyer","LAD","SP,RP","53.4","53","3","0","3.87","1.25","23","47","19","6","53","0","2","0","163"
"Yohan Ramirez","PIT","RP","52.4","54","3","0","4.11","1.34","24","48","22","5","50","0","3","0","163"
"Paul Blackburn","NYY","SP,RP","61.0","51","3","0","4.45","1.32","30","61","19","8","46","3","3","0","163"
"Jordan Hicks","CWS","SP,RP","57.4","52","3","0","4.20","1.40","27","55","25","6","53","0","3","0","163"
"Jackson Rutledge","WSH","SP,RP","58.5","50","3","1","4.71","1.40","31","59","23","9","53","0","3","0","163"
"Keider Montero","DET","SP,RP","60.8","51","3","0","4.53","1.35","31","61","21","9","29","5","4","0","162"
"Brennan Bernardino","COL","SP,RP","55.9","50","3","1","4.51","1.45","28","57","25","6","58","0","3","0","162"
"Jonathan Bowlan","PHI","RP","54.5","52","3","0","4.13","1.29","25","51","19","7","50","0","3","0","161"
"Wandy Peralta","SD","RP","58.7","50","3","0","3.88","1.35","25","55","25","6","60","0","3","0","161"
"Jacob Webb","CHC","RP","54.7","52","3","0","4.26","1.29","26","49","22","7","54","0","3","0","161"
"Yoendrys Gomez","TB","SP,RP","53.0","53","3","0","4.34","1.32","26","48","22","8","33","4","3","0","161"
"Porter Hodge","CHC","RP","48.7","54","3","0","4.10","1.38","22","41","26","6","47","0","3","0","161"
"Griff McGarry","WSH","SP","50.5","56","2","0","4.29","1.44","24","42","30","6","46","0","2","0","161"
"Jon Gray","","RP","56.9","49","4","0","4.52","1.32","29","57","18","8","12","10","4","0","160"
"Rico Garcia","BAL","RP","52.7","55","2","0","4.42","1.36","26","49","23","8","50","0","2","0","160"
"Brant Hurter","DET","SP,RP","55.0","50","3","0","3.77","1.25","23","52","17","5","47","0","3","0","159"
"Connor Prielipp","MIN","SP","55.3","51","3","0","4.23","1.36","26","54","21","6","35","4","3","0","159"
"Jose Fermin","LAA","RP","50.3","53","3","0","4.40","1.37","25","44","24","7","51","0","3","0","159"
"Travis Adams","MIN","SP,RP","61.6","49","3","0","4.59","1.39","31","64","22","8","44","2","3","0","159"
"Brent Suter","LAA","SP,RP","62.3","48","3","0","4.36","1.33","30","64","19","9","58","0","3","0","158"
"Cade Gibson","MIA","RP","61.0","48","3","0","4.20","1.39","28","61","24","6","55","0","3","0","158"
"Trevor McDonald","SF","SP,RP","61.0","48","3","0","4.39","1.38","30","62","22","7","20","9","3","0","157"
"Will Klein","LAD","RP","47.9","53","3","0","4.33","1.45","23","42","27","6","47","0","3","0","157"
"Huascar Brazoban","NYM","SP,RP","53.2","50","3","0","4.09","1.34","24","48","23","6","50","0","3","0","156"
"Antonio Senzatela","COL","SP,RP","74.4","45","3","0","5.51","1.58","46","92","26","12","38","6","5","0","156"
"DL Hall","MIL","SP,RP","52.2","50","3","0","4.12","1.36","24","47","23","6","45","0","2","0","155"
"Casey Legumina","SEA","RP","51.2","50","3","0","4.16","1.31","24","47","20","7","50","0","3","0","154"
"Gordon Graceffo","STL","RP","59.3","47","3","0","4.35","1.36","29","61","19","7","50","0","3","0","154"
"Ian Hamilton","ATL","RP","49.7","52","2","0","3.95","1.35","22","45","22","5","48","0","2","0","153"
"Lake Bachar","MIA","RP","49.7","50","3","0","4.35","1.35","24","46","21","7","47","0","3","0","153"
"Jaden Hill","COL","RP","50.9","50","3","0","4.39","1.37","25","50","19","6","50","0","3","0","153"
"Nate Pearson","HOU","RP","51.4","52","2","0","4.37","1.36","25","47","23","7","50","0","3","0","153"
"Alex Lange","KC","RP","47.1","50","3","0","4.06","1.41","21","41","25","4","48","0","2","0","152"
"Chase Silseth","LAA","RP","52.6","51","2","0","4.32","1.39","25","48","25","6","46","0","3","0","152"
"Joel Payamps","ATL","RP","51.1","48","3","0","4.10","1.28","23","49","16","7","53","0","2","0","151"
"Justin Wrobleski","LAD","RP","52.1","48","3","0","4.21","1.31","24","50","18","7","32","3","2","0","151"
"Steven Wilson","TB","RP","52.1","51","2","0","4.66","1.35","27","47","23","9","53","0","3","0","151"
"Ryan Bergert","KC","SP","56.7","47","3","0","4.73","1.40","30","56","23","8","23","8","3","0","151"
"Daniel Lynch","KC","RP","59.8","45","3","0","4.34","1.35","29","61","20","8","53","0","3","0","150"
"Connor Brogdon","CLE","RP","50.6","51","2","0","4.49","1.35","25","48","21","8","49","0","3","0","150"
"Brenan Hanifee","DET","RP","58.5","44","3","0","3.94","1.30","26","60","17","6","55","0","3","0","149"
"Cole Sulser","TB","RP","51.2","47","3","0","4.11","1.31","23","49","18","7","49","0","3","0","149"
"Andrew Chafin","MIN","RP","47.9","51","2","0","4.13","1.41","22","44","24","5","50","0","3","0","149"
"Mitchell Parker","WSH","SP","59.9","45","3","0","4.61","1.36","31","61","20","8","27","6","4","0","149"
"Tim Hill","NYY","RP","65.2","38","4","0","4.06","1.35","29","69","19","7","65","0","3","0","147"
"Matt Pushard","STL","RP","52.1","46","3","0","4.27","1.35","25","51","20","7","51","0","3","0","147"
"Tommy Kahnle","","RP","51.7","46","2","1","4.38","1.40","25","48","25","6","53","0","3","0","146"
"Justin Bruihl","STL","RP","50.1","45","3","0","4.05","1.34","23","48","19","5","51","0","3","0","144"
"Carlos Vargas","SEA","RP","56.4","43","3","0","4.11","1.34","26","56","20","6","56","0","3","0","144"
"Ryan Gusto","MIA","SP,RP","52.4","45","3","0","4.50","1.36","26","53","18","7","33","4","3","0","144"
"Roddery Munoz","HOU","RP","48.6","49","2","0","4.65","1.40","25","45","23","8","43","0","3","0","144"
"Eduarniel Nunez","ATH","RP","47.9","49","2","0","4.45","1.48","24","43","28","6","46","0","3","0","144"
"A.J. Puk","ARI","RP","34.0","40","2","5","3.46","1.17","13","28","11","4","33","0","1","0","143"
"Brent Headrick","NYY","RP","46.8","48","2","0","4.02","1.23","21","42","15","7","42","0","2","0","142"
"Colin Selby","BAL","RP","45.7","48","2","0","3.98","1.33","20","41","19","5","44","0","2","0","142"
"Ryan Fernandez","STL","RP","46.9","48","2","0","4.09","1.35","21","43","21","5","46","0","3","0","142"
"Josh White","MIA","RP","44.4","46","3","0","3.97","1.30","20","40","18","5","43","0","2","0","141"
"Matt Gage","SF","RP","52.5","45","2","0","4.00","1.35","23","52","19","5","52","0","2","0","141"
"Taylor Clarke","ARI","RP","54.9","45","2","0","4.36","1.29","27","55","16","8","53","0","2","0","141"
"RJ Petit","COL","RP","50.0","44","3","0","4.69","1.43","26","52","20","6","49","0","4","0","140"
"Justin Wilson","","RP","43.7","47","2","0","3.71","1.28","18","40","16","5","45","0","2","0","139"
"Evan Sisk","PIT","RP","47.6","46","2","0","3.90","1.37","21","45","21","4","48","0","2","0","139"
"Ryan Watson","BOS","RP","49.4","43","3","0","4.34","1.36","24","49","18","6","48","0","3","0","138"
"Rob Zastryzny","MIL","RP","47.0","43","3","0","4.21","1.31","22","45","17","6","49","0","2","0","137"
"Jason Alexander","HOU","SP,RP","53.1","41","3","0","4.55","1.38","27","55","18","7","26","6","3","0","137"
"Wikelman Gonzalez","CWS","SP,RP","46.8","46","2","0","4.70","1.50","24","43","28","6","42","0","3","0","137"
"Brandyn Garcia","ARI","RP","47.4","42","3","0","4.17","1.43","22","46","22","5","45","0","3","0","135"
"Hunter Bigge","TB","RP","43.9","45","2","0","4.20","1.34","20","40","19","6","42","0","2","0","134"
"Brandon Williamson","CIN","SP","51.1","43","2","0","4.75","1.37","27","51","19","8","33","3","3","0","134"
"Tanner Gordon","COL","SP","55.8","40","3","0","5.30","1.41","33","65","14","10","24","7","4","0","134"
"Danny Coulombe","","RP","44.3","44","2","0","3.78","1.25","19","39","16","5","46","0","2","0","133"
"Jordan Montgomery","TEX","SP","50.2","40","3","0","4.45","1.33","25","51","16","7","16","7","3","0","133"
"JT Brubaker","SF","RP","50.6","42","2","0","4.33","1.36","24","50","19","6","44","0","3","0","133"
"Jalen Beeks","","RP","45.8","41","3","0","4.03","1.33","21","43","18","5","45","0","2","0","132"
"Tyler Ferguson","ATH","RP","44.2","44","2","0","4.29","1.38","21","39","22","5","43","0","2","0","132"
"Peyton Pallette","CLE","RP","45.6","44","2","0","4.52","1.38","23","43","20","6","44","0","2","0","132"
"Sam Hentges","SF","RP","43.1","43","2","0","3.59","1.26","17","39","15","4","44","0","2","0","131"
"Carter Baumler","TEX","RP","49.2","42","2","0","4.59","1.42","25","47","22","6","47","0","3","0","131"
"Brady Basso","ATH","RP","47.2","42","2","0","4.14","1.31","22","46","16","6","43","0","2","0","130"
